document	label
문재앙 더불어 빨갱이당 얘네들이 김영철 방한 묻을라고 물타기 하는거 뻔히 보이는데	2
이런거 연예란에 쓰지마라	8
왜 정대세 일까? 다른 연예인들도 많은데	8
"넌늙은 🐕🐕🐕🐕새끼"	3
애 셋딸린 50대 아줌마같이 생김 ㅋㅋㅋ	8
우리나라사람들 영화를많이 봐가지고 똑똑하구만 시민의식 수준이 높아졌다 확실히	8
뭔 얘기야..	8
이게 맛집탐방 프로냐?	8
"쥐박이 박을내 비아그라 발정당 잘산다^^"	2
이시국에 중국사람 안나오면 안되나.	0
"양아치 양키새끼들!"	0,3
"생긴게 김대중처럼 생긴걸 보니 잔형적인 사기꾼일듯"	1
귀여운 련들. 오빠가 애껴주마.	3
"ㅋㅋ 정신나간 조국빠들 ㅋㅋ 니네는 정신과가 답이다"	2
"좌파들의 내로남불은 징글징글."	2
"저 돼지새끼때문에 불쌍한 말 무릎 다나가겠네"	1,3
대량~~~~ 알바들~~~~대량~~~ 빠순이들~~	8
안경언니가 더 이쁨	8
"틀딱들 엄청 많네. 면회가서 박근혜 빤스라도 한번 빨아줘라."	2,4
"근데 이 미 ㅡ치ㅡㄴ ㅡ녀ㅡㄴ은왜이리 날뛰냐"	3
계속 눈물만 나네요좋은 드라마 감동 받았습니다고생 하셨습니다	8
"틀딱이라면 문재앙을 말하고 친일이라면 홍영표 말하나보네."	2,4
정말 할일없는 인간들. 별개다 특혜네.	8
쓰레기 3끼들 옌예계서 퇴출시켜라	3
둘이 잘 해봐라 서로 맞담배 피면서 ㅎㅎㅎ	8
뭐 mbc는 사장부터 광우뻥 조작 방송으로 사장 자리까지 간 사람이잖아..그런 사람 밑에서 이정도 오보는 오보도 아니지..조작도 하는데..	2
길... 가로수길 투기... 시세차익 노리고 세입자 쫓아내려고 한건 사과했나 모르겠네	8
홍경민 딸 너무 귀여운 애줌마 ㅋㅋㅋ난리 귀염뽀짝	8
"틀딱방송 좆중동은 물러가라~"	3,4
아이유그대로햇으면 좋앗을걸	8
남자들 우루루 이건 아니다. 같은 세대도 아니고	8
짱깨 왕쓰총 올뺀닮았다ㅋㅋㅋ	0
"중국 산둥성만 없애면 됩니다. 국내 요인 미세먼지 46? 우리끼리 커버칠수 있어요"	8
"돼지가 한미훈련한닥 쌀 안받는다고 삐져서 한미훈련 중단하겠는걸 문재인이가"	1
"ㅋㅋㅋ 너거 바끄네그녕있을때보단 훨나아 틀닥아 나이처먹었음 디져"	4
예쁘다 눈도 크고	8
무도 서프라이즈에 나왔을때 개웃겼는데ㅋㅋㅋㅋㅋㅋ 박명수 특히ㅋㅋㅌㅌㅌㅌㅌ	8
이게 다 재앙이 때문이다	2
"민좃당이 전라도아냐OOO"	2,3
몇살인데 벌써 심근경색 돼지비계랑 계란노른자 소머리국밥 먹지마라생선ㄱㄱ	8
승헌아 미안하다 나때문에 괜히 실연을 겪었네 역비는 내가 잘해줄게	8
"폭망해라 영국 양키놈들"	0
"중국국적자는 가족이라도 우리국민이 우선이라도 기사에서 봤습니다"	8
"문 씹개돼지들의 놀이터"	2,3
나는 조센을 증오하고 일본을 사랑한다	0
인각극장 출연원합니다	8
"누가보면 화장실 안가서 메르스나 코로나 걸리는줄 알겠네 냄비년들 ㅋㅋㅋ"	3,5
우리나라만큼 호들갑 거리면서 애키운는 나라 없음 남의 집 애들까지 오지랖은..	0
"개한민국 좄. 센. 징. 놈들은 조상때부터 사기근성"	0
별것도 아닌걸로 지라ㄹ들이네 예전에는저런거 뜻도모르고 많이했다	3
와우~~언니 살 조금만빼면 완전이뿔거같아...성격도 쿨해보이던데	8
지안아 미친씹문죄앙새끼 미투 한번만 하자. 부탁이다.	2,3
"수도권 충청,전라,제주 다 해도 쌍도한테 밀니네 이거 개빡치네 쌍도 호로00들"	0
노홍철이 다시 들어오기 위한 밑밥일까? ㅋㅋ	8
솔까 5시부터 12시까지 7시간동안 아예 기억이 하나도 없다고?? 말도 안되지. 그 전후는 다 기억나는데 지 불리한거는 기억 안난다고 하는구만. 그리고 술먹고 나 기억 안난다고 하는 범죄자나 피해자나 똑같다고 봄. 저정도 술 쳐먹고 저런 험한꼴 당할꺼 예상하고 조심해서 술먹어야지 그럼. 술먹으면 심신미약상태니 뭐니 하면서 가해자든 피해자든 용서해주는거 없애야됨. 술먹고 그럼 다 기억 안난다고 그래버리지 뭐. 여감독도 그냥 기억 안난다고 하면 될것을 괜히 화간 이었다고 솔직히 얘기했다가 독박 썼네 ㅋㅋ	8
"니들 개무시당해 조만간에 화병걸려 병원에 어퍼져 먹기만하서 돼지/\ㅐ ㄱㄱㅣ되겠다.ㅋ"	3
화재성은 인정하나 정규편성은 좀...어제 방송 보니까 그러다 자살자 또 만들듯 함	8
"미국사람. 생긴건 그냥동양인"	8
"저거 코좀 누가 막아주삼 코로나 나올까봐 겁남"	8
집에서 남편 돈 펑펑 쓰면서 남 위아래로 훑어보는 아줌씨들이 많은게 현실..	5
관심 꺼라. 본인 좋아 올리는 걸 가지고 지랄들을 해대네 기자부터.	3
"저 치매걸린 문죄인이란 늙은이 누가 아구창 좀 갈겨줘라"	2
문재앙 난민 물타기 오지구요	2
유나얼: 지켜줄께~~~~	8
레오가 결혼을 안한 이유기도하지~ 근데 쟤들은 왜 사진을 저렇게 찍냐?? 언젠가 보니 지젤번천도 5등신을 만들어놨더만~ㅜ	8
"버닝썬으로갔구만 으궁!!"	8
"30대여성들만 사라지면 ㄹㅇ 클린대한민국 만들수있다 분발하자"	4,5
역시나 네이버 실검에 스트레이트가 없네일베 자한당 삼성 한패거리 네이버	2
기자가 조금 편들어주니 고빠들 아침부터 신나서 또 몰려왔어ㅋㅋㅋ안본다고 하더니 분석까지 하면서ㅋㅋ	8
한국 여자에게 결혼이란 합법적 성매매임을 몸소 보여주신 분.	0,5
"대구경상왜구들의 대표자.."	0
전 팬 아닌데요.. 장기용 나오는 장면은 다 영화 같았어요. 특히 시장골목에서 칼부림 남자 쫒아 갈때 느와르 영화 보는 줄....	8
여대에 남자 유명그룹 공연오면 무대에 여자 팬티랑 피뭍은 생리대가 날라다닌다. 이런거는 아무 문제삼지 않으면서 우스개소리로 서비스라고 했다고 그걸 성희롱이라고 문제삼는 자체가 더 기가찬다 아주.	5
"ㅋㅋㅋ아예 발렛파킹까지 해주지 그랬냐ㅋㅋ 저 망할년 면상보고싶네"	3
뒤에 조종한세력이있다 멍청이가아니고선 정말 미스테리한 일이다	8
방송이 당신 살빼는 프로인가요 뚱녀 돈주고 살빼주는 좋은프로	8
조민기따라갔노?	8
드라마인데 이완익이좀 죽이는게 뭐 어떻노걍 지길만한놈들 다지기뿌자드라마좋다는게 뭐고	8
근데 다 맞는말인데...그리고 뭘 믿든 무슨상관이세요???어이가 없네...아니 박진영이 구원파랑 연관됬다고 인정하면 침몰한 배가 고쳐져???죽은 사람들이 살아돌아와???제발 생산적인 일에 열을 올려라 개 돼지들아	8
보기 좋다 눈 호강 혼자사니 매일 매일 하루도 빼놓지 않고 외롭다 참고로 변태남임 ‼️‼️	8
얼굴은안빠지네	8
스스로 없앤 명예를 누가 ? 어찌? 회복 시킬까?남자시키가! 왜? 엄마한테 밀러 바치지?	8
방탄을 대통령으로 뽑으시다 여러분	8
"좌향신문아, 그래서 느룹나무는 누구꺼니? 귀걸이 엄마는 왜 경인선 가자고 했니? 응??"	2
일본애들진짜 심각한데 ㅋㅋ	8
"대구사람들은 자신들을 총기탈취나 하는 폭도로 취급하는데도 하태경 좋다고 빨아주겠지?"	0
"ㅋㅋㅋ 미국 양키섀ㄲ 들 양아치 다 됐네ㅋㅋ"	2,3
조만간 세월호빼지달고 촛불들고나타나겠네	8
깬다 진짜 어린애들이..ㅉㅉ 이제 아이돌도 인성검사 하고 나와라..	8
"남편새끼 배트남으로 보내버려라 돌팔매좀 맞아봐야제"	3
윤아야~~수고 많이했어~^^꼭 윤아 알바이야기 본방사수 할께~ 차기작도 빨랑해주라~~♡♡	8
"저런색기들은 고향부터 까봐야한다 OOO OOO들"	0,3
너흰 못만난다 포기해라	8
이젠 둘중하난 그만둬라 퇴색해졌다	8
밥도신랑이 다하고 얘는 하는게없네	8
"여자가 더 무섭다 휴"	5
"곽상민 전라북도 전주 역시 관상이 홍어관상"	0,1
존노잼이데 아직도 이걸 보는 사람들이 있다고? 재앙이구나~~	2
오호 ㅋㅋㅋ 역시 승기형	8
생긴거도 그저그렇고...별룬데	8
"3대 악질 친일파 노덕술 하판락 박정희 모두 경상도"	0,2
H.O.T. 정도면 걍 얘네만 나와도 됨~ 와 너무 기대된다~	8
미친 사람새끼도아닌거한테 무슨 탄원서 니도똑같은년이다	3
마블영화는 영화관에서 봐야지	8
아니 리얼도 아니구예능은 예능으로 봐줘야지별걸다 트집이네	8
고쳐도 다 못생김	1
결국엔 젊은여자가 최고임..여자 다 똑같다 능력되면 젊고 몸매좋은여자가 최고	5
"개독교 찌라시 국민일보 무엇이 두려운가? 공감순으로 해라"	7
대한민국 정의의 파수꾼 짭새들아 문통 언제 뛰내리는지 그거나 지켜봐라!	0,2
그래도 마닷이 돈갚는건 아니지연좌제 개쩌네	8
다니엘ㅋㅋㅋ 드디어 터졌네	8
사실 이라면 정말 안 어울린다. ㅋㅋㅋ	8
주책이네 한국남자 토니안	0,5
중국 관련 컨텐츠는 보기 불편하니,만들지 말자.	0
"그냥 신천지 사회악 정답이야"	7
"이것 누가 믿어? 홍어족들! 더불어 공산당들! 조작질?"	0,2
이런기사는 내지마라 저여자분한테무슨민폐냐	8
허준호 실제로 감옥에 쳐넣어라.. 면상이 왠지 실제같다	1
개념 연예인 이효리	8
"빨간정부이다보니 빩간나라 대장 눈치 보는나라 우리 대통이 아니다, 나라꼴이"	2
잘못꼬였네,,, 여자조심해서만나...	8
서현진 얼굴형 뭐저렇게 이쁘냐	8
퍼거슨 경 1승 추가요	8
때릴 때는 안 미안하다가 데이트 폭력으로 실명 뜨니까 갑자기 미안해짐???	8
"절라도로 보내라고 ㅋㅋ 문재앙 지지율 80% 찍는 곳에 보내야제 ㅋㅋ"	2
말이야 방구야	8
연예인들 결혼기사 꼴보기 싫은데..이 분들은 좀 축하해주고 싶네요~~	8
참 이상하지 꼭 이혼을 두번 세번한사람들이또누군가을만나길 바라는대 도대체왜그런걸까나아는 지인도 두번이혼했는대 외롭다면서시집또가고싶어하더라 이런사람들의 심리가궁굼하다 몆칠전 모방송에서도 김영란도 두번이혼했는대 또남자을그리워하더라 질릴만도한태	8
"선동 조작 세뇌.. 토착간첩 문재앙 일당들의 참모습이다. 헬조선 재앙민국"	2
ㅂㅈㅂ	8
왜 애기생각은 안하는지 .. 이해가안감 ㅋ 남녀관계만 포커스를맞추는게...	8
"조주빈=부따(강훈)=이원호 셋이 똑같이 생겼어;;; 관상 안믿었는데....."	8
"요즘 애들은 네이버 기사 안보더라 틀딱이나 네이버 뉴스에 댓글이나 달지 못배운넘들"	4
생긴것도 참 못생긴게 빡세게도 꾸몄네	1
극우가 ㅇ왜 불편하냐?지금위 4560대가 저때의 영웅이다..광주는 김대중이 문제고..진정한 민주화 운동이 6월 항쟁이다..	8
오랜만에 정말 ㅂㅅ같은 기사를 보았다...그럴려고 언론고시봤냐 기자야...	3
"신천지 또라이들아..."	7
"빡대가리년 빵에서뼈를묻어라 노망난태극기부대늙은이들이지켜줄거다ㅋ"	3,5,6
"저여자 면상 토나온다 기사앞에 [사진주의] 좀 달아줘라"	1
"쪽바리새끼 근성이란"	0,3
너무 질러만 대는 고음 듣기 거북함	8
미룬지 절구통인지 어떻게아이돌이냐	8
사람이냐 ㅠㅠ저거먹고어케버티냐 ㅠㅠ대단하다	8
강다니엘 팬때문에 강다니엘인가 뭔가 비호감	8
예전 녹음본이든 뭐든..어이가없다..	8
한국드라마나 예능배낀 중국이란 똑같다고 보면되네 ㅋㅋ	8
기자가 고빠들 댓글을 그대로 옮겨 놓았네	8
"후장? 똥꼬이녀유?"	8
프로선수들 남자 헤비급 몸무게 아니냐	8
듣보잡쉐키가	3
"다른 건 몰라도 개독교도들은 제정신이 아니다."	7
"이런게도 좌파정부 표주는 멍청한 ㅂㅃ남자놈들 많다"	2,5
김남주 안이쁜데..왜케 뭐가 있어보이냐....	8
투캅스면 안성기, 박중훈 주연인데 거기에 혜리도 나왔나요?	8
무책임한 ㅅㄲ 찌질하다 대학문제도 한심 !! 대학하나 스스로 못들어가는 게 뭔 ..	3
"넌.어느나라 인간이냐.일본놈같이 말하고.있네."	0
예고편 유대위 머리 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	8
난 오달수 응원한다. 여자가 싫다고 안했겠지. 여지를 줬겠지. 분명 그랬을끼야.	8
안돼요!태호PD도 무도 멤버나 다름 없는데...아니되옵니다!	8
차라리 경운기를 치시지 그랫어요 안타깝꾼요	8
"국민,검찰 vs 문죄인,좆국"	2,3
빠순이들 징글징글하다	5
"항생제먹은 젖소 고기거나 살처분 육우일지도 싸도 비싸도 별로 안먹는게 더 나을지도"	8
"쪽바리 새.끼들 설치는거 꼴보기 싫어서라도 끝까지 해라"	0,3
익명으로 쓴 댓글은 믿고 배우가 얼굴까고 아니라고하는 건 못믿니??	8
잘했어요.sbs mbc.jtbc 떠나는게좋습니다.	8
"여가부는 못생긴 돌대가리만 모였냐 어째 하는 일마다 이 모양 이 꼴이냐.."	1
"와그라노 와그래쌋노"	8
뭔데 지랄이야 궁금하게	3
"난 신보수가 나타나길 바란다 자유한국당 이제 지겹다 틀딱들이나 하던짓을 아직도하다니.."	2,4
약한건가?? 미국엔 약넘많이 해소 못깨어나고 죽는 경우가 젊읔애들이 허다하다	8
"신천지 완전 노답 사라져라 제발"	7
이미 헤어졌답니다	8
금은방사건도 이번사건도 김남주가 범인인데 다중인격으로 기억 못하는거	8
"전형적인 젊은 페미에 달창. 늙은 버전은 공지영이고ㅋㅋ"	2,5
하공익, 소공익(소지섭), 김공익(김종국)...	8
진짜 정성이고 마음이예쁘네..연예인을떠나서..한두번일회성도아니고..꾸준히..	8
"them**** 느그는 전라도 조선족 빨/갱이니깐 ㅎㅎㅎ"	0
이러다 박봄꼴날듯 선풍기아줌마되는거아녀? ㄷㄷ	1
지나가는 외국사람인줄 알았는데 울나라 사람이였써?	8
"노인네가 영계잡섰네"	8
무조건 노잼일거라고 외치던 애들 어디갔냐,,,울나라 애들 참,,,대단해	8
황아저씨 별데 다나오네 안볼거야	8
여기서 한국 남자를 포괄적으로 까는 대가리에돌 찬 년들은 뭐냐? 그게 니네가 생각하는 수준의 한계야 지네 아비도 남자라는 생각을 잊고 댓글을 쓰는 건가..하여간 방방곡곡 패륜아라는 타이틀을 대놓고 선전하네	3
박진희씨가더예쁘고연기도누구처럼못외워서난리안치고연기짱이다	8
이뻤는데 강남성.괴.가되었네	1
라스 개노잼 하락세 프로인데 별걸로 다 언플하네	8
팬은 아니지만 간바때~ 구다사이네 糞我慢してください	8
"달창들 출동했네ㅉㅉ저소득새끼들"	3
쇼맨은 실력파들로 부르면 좋겠음 무대가 너무 숙연함	8
전라도 새끼들이 특이하긴 하지. 사람같은 개돼지 또는 개돼지같은 사람의 형상을 하고 있지.	0,3
뭐지?? 이 뻔뻔함은....	8
아나 다비치 나온다고 해서 좋았는데 케이윌은 왠말이냐	8
"저 새끼와 전라도를 독립시켜라.."	0,3
호진이 이슈ㅔ키 대상도 받고 마이 컸네 얌마 그래도 니 연기 아직 멀었데이 우쭐대지 말고 겸손하게 살그라 마	3
"하아 생긴거 증말 개좂밥 같이 생겼네 생긴데로 처논다더니..컄 퉷"	1,3
"안그래도 와꾸 ㅈ같은데 자꾸 기사 올리지 마라"	1,3
두분 넘 좋습니다~~~♥	8
일반인이었으면 꺼지세요 하겠지?	8
"너거 예수가 너희 생각해서 병준듯?너거끼리 병걸려서 교회에서 다같이모여 사망해라"	7
원래 운동선수하고 외국인 특히 흑인한테 간 여자는 포기하라는 옛이야기가 있었더랬지..	8
제동이도 정치병만 고치면 중간은 갈텐데	2
"신천지 없어져야합니다!!! 영생 ㅋ 개뿔 지가 예수인줄 알고있음 ㅋ개콘ㅋ"	7
d이거 대일본 명작 드라마를 표저란 작품 아니엇나? 이걸 왜 다시 방영하지? 하여튼 조세닝들 철면피하고는...	0
"중국 없애자 진짜..핵갈기자"	0
누구들눈엔 ㅈ라 불편하겟지ㅋㅋㅋ지금 너네 거울 한번 바바 ...한강이 답이지?ㅋ	3
"딸래미 사위 손주는 헬조선 했던데 아세안으로 ~~"	8
노무현입니다 대한민국 역대 최고 대통령입니다	8
화유기 폭망 드라마 아님...	8
"미친 김치녀들 땜에 나라망신 개망신 지들 이익에 놀아나는 김치녀들"	0,5
이게 무당집 살풀이냐?기독교 살풀이냐? 박보검이 다니는 이단교회의 귀신을 쫓아내는 영상 (link: https://youtu.be/4mwsKWUm3WY) youtu.be/4mwsKWUm3WY 빠순이들이 욕 쳑먹는 이유..대가리 생각없이무작정 떵꾸녕 쳐빨아서...미친광신도 집단들	5,7
유이 살빼고 얼굴돌려깍고 개못생겨졌네 연기야 꾸준히 개못하고 드라마도 컨셉이 쌍팔년도	1
친구 졸라웃기다.ㅋㅋㅋ남편은 더 대박.ㅋ	8
여자비율 보소 이래서 시어머니들 때문에 무도 노잼되고 나혼자산다도 노잼 진행중	5
재계약 후 잇몸만개	8
"사이다네 ㅋ 여편네들!!"	8
"유럽 백인들에 대한 환상은 버려라 이런게 기본이다"	8
듣보새끼 작품 오퍼없고 슬슬 내리막길이니까 군대방패쓰네 엌ㅋㅋㅋㅋㅋ	3
"그럼 여자는 죄가 있어도 압수수색하면 안되냐? 성차별이냐?"	8
백종원 욕하는애들은뭐야ㅋㅋㅋ 백종원은 안하는게 더 속편할꺼다ㅋㅋㅋ 뭐가아쉬워서 저런애들도와주냐ㅋㅋ	8
댓글비율 '그성별' 65프로..꼴페미년들의적 기안 또까대네	3,5
"문재앙 정권에서 늘어난건 처음이니 속보로 인정해주자"	2
하도 난리들이라 영상 봤는데 쟤들이 왜 우리한테 사과를 해야하는거지?확인도 안하고 방송 내보낸 방송사 잘못 아닌가..?대화내용도 뭐 그리 문제 될 만한것 없던데ᆢ 지들끼리 정산ㆍ수면 불만 가질 수 있는거고 데뷔 1년도 안된 애들은 지들끼리 그런말도 하면 안되는건가..?인성이니 어쩌니 하는 사람들 댓 보면 정작 본인들 인성도 그닥 좋아보이지 않는 글들이던데... 자기들이 정산해줄것도 아니면서 뭔 욕들을 그리 하는지... 앞으로 좀 더 신중한 모습은 보여야겠지만 영상자체가 크게 문제 될만한것 같진 않은데..	8
"정말 대구히민이지만 귄시장이 한게 아무것도 업스이 오히려 힘들게 했을뿐 욕나온다"	8
실제로 봤는데 임세령 아우라 쩔더라 ...	8
"단순 기능공 테크니션인데. 무슨 엔지니어야ㅋㅋ"	8
"면허가 없는거 아님?좌파 말은 믿을수가 엎다"	2
"그 외국인 대만계 미국인 아주 악질이더만."	8
"지금 잘됐다 하는새끼들은 어느나라 새끼들이냐 일본새끼들이냐"	0,3
열등한 똥남아 인종은 좀;;;;	0
빗살무늬토기 같은 깎은 턱보다 저런 적당히 각진 얼굴이 훨씬 고급지고 매력있다	8
"문가놈아. 네놈이 좌빨.문빨 개 돼지들 선동질 말고 뭘 하겠냐 ?"	2
요새 계집들 말만믿고 사실확인없이 여론몰이 잘만하니까 조사잘하고 조져야됨	5
성시경 어때요? ㅎ 근데 김정은은 나이가 어려 좀 더 젊은 층 원할까요?	8
김성주하차안하네.. 징하네	8
"조만간 돼지가 데리고 가겟네..흥남. 곳간은 건드리지 마라."	1
문재앙 때문이다!!!!	2
클럽가서 맥주병 ㅈㄴ많이 따먹었을듯.따개로 따서.부럽다.나는 돈이 없어서 못먹는데.	8
왜 쇼미더빚까 안하냐 그거제작한다며	8
입 한 번 돌아가도 뭐 생활에 큰 지장은 없는데.. 학부 때 등산 즐기는 동알 선배 하나가 입이 한 번 돌아간 적이 있어서 옆에서 봤는데... 항상 입가 언저리가 뭐랄지... 살짝 굳어있는 느낌? 평소에는 웃는 느낌인데.. 정작 웃을 때는 쓴거 먹은 표정.. ㅡ.ㅡ;;; 배우로는 끝이긴 하지...	8
저 남자분...유진박이 아니었구나	8
판빙빙 쌩얼이 더 청순하고 예쁜듯 근데 둘이 남매가 맞어 코가 개똑같이 생김ㅋㄱ	8
선예 좀 아깝네 가수생활 더하다 지금 나이 결혼하면 적당할텐데 다들 부모님 자식들이라 알겠지만 애둘정도 그것도 어리면 여자로서는 끝입니다 이후로는 여자가 아니라 엄마가 됩니다 애생긴이후는 남편 아내사이도 애돌보느라 예전같지 않고요 결혼은 최대한 늦게 하는게 좋다고 봅니다 해볼거 다해봐야 나중에 미련이 안남으니까요	8
"김돼지문어벙이보고있너"	1,2
"중국하고등돌리고살수있어?중국건들어봤짜우리나한테조울꺼없짜나 그냥하던일열심히하고살면됨"	8
"남중생이 성인여성을 강간하면 여자가 처벌받나"	8
똑같이 생긴 애 나오는 av작품 있는데. 볼때마다 놀랜다.그나저나 건강하쇼.	8
"빤스 내리면 내꺼 ㅋ 굳 아이디어 ㅎ"	8
이번 정부에서 머 덮을려고 사건을 터뜨리냐	2
이수상을움악적영감을주신 장읍읍오빠랑 저에게춤을가르쳐주신은읍오빠한테돌리고싶네요감사합니다	8
역시 김미화참잘했어요재미있게 잘봤읍니다	8
"프랑스는 유럽짱깨로 유명한데 ㅋㅋㅋ 본짱깨랑 잘 논다"	0
"인구의 20퍼가 노인네들..."	8
난 지디하고 결혼하는줄 알고있다가 사진보고 깜짝놀랐네ㅋㅋㅋ	8
키는 160 안되고 나라랑 굴욕샷보니 ㅋㅋㅋ 초딩이 따로없더라 ㅋㅋ 지성같은 키작은 남자주인공밖에 못만남	1
D라인..임신기사좀 그만내라 ㅡㅡㅋ 지나치면 욕~@@	8
"난 틀닥은 아닌데 말을 개같이하네 죽을라고 이새끼가"	3
짱깨 어서 꺼지고. 차이나머니 어서 꺼지고. 친중일수 밖에 없는 추자현도 꺼지고. 반중반중반중반북반중반북!	0
나경은옆여자는 왜케 코가옆으로 퍼졌냐 이상하게생겼네	1
생리년아 좀 작작해라 생리왔냐??	3,7
문재앙도 바뀌었다..	2
지랄한다 싸가지없는 새끼. 저래놓고 뒤에선 개싸가지 망해라 전현무	3
"ㅎㅎ 남의 가슴 아프게하면 벌받아 ㅡ"	8
"여기 중국 우한입니다"	8
고현정:ㄹㅇ?	8
솔직히 에일리는 좀 위험하더만, 조금만 더 찌면 완전 비만	8
쿵턱쿵떡 잘 맞는구만 ㅋ풉	8
거울이나들봐라 ㅋ	8
"돼지열병아 청와대와 국회로 가거라 거기가면 돼지시키들 들실거린다."	3
"우한 지역에 떠려터려 놔. 이실직구한다 ㅎㅎ."	8
"아베 진짜 어떻게 좀 하자. 이원숭이새끼땜에 열받는다."	3
이단타령 하는거 웃기네 ㅋㅋㅋ 무교입장에선 구원파니 기독교니 다 ㅈ같을 뿐이다차라리 구원파는 지하철에서 예수 믿으라면서 종이쪼가리를 주지는 않잖아?뭘 믿든 신경꺼라 단 지들 소속사 애들한테 지 종교를 강요했다면 욕을 먹어야겠지	3,7
"이나라. 노인 어린애 약자란 약자 더죽어나가기전에 법강화해야한다"	8
저 쪽바리 가족좀 안나오게 하면 안되냐	0
아 다좋은데 의상컨셉 ㅠㅠ 중국스러워	8
댓글들봐라 한녀글 극혐이다 아직 혐의만 있고 재판결과도 안나왔는게 벌써부터 죄인취급 ㅉㅉ 이러니 한녀소릴듣지	5
근데 성형한게 나쁜거야? 성형해서 자기 가꾸는게 더 멋있는거 아님?	8
불청 제작자들 존나 맘에 안드네! 김찬우 데려와라!	3
병만이형이 한끼줍쇼 나왔으니까 기브앤테이크로 호동이형도 정글 가즈아아아	8
갓자친구가 지다니 이게 나라냐? 나머지 다 발랐는데 음반점수 차이때문에 지다니 나라꼴 참 잘돌아간다	8
"하며ㄸㄴ 꼰대들 고집이 참"	4
지금의 20대 남성들이 느끼는 상대적 박탈감과 불합리는 생각해 보셨는지요	8
자동차 딜러 못배운 양아치들이 하는 사기꾼 직업	0
한혜진 정말 시러~~~뻔뻔히 자리 지키지 말고남친 생각한다면 하차해라	8
"응 춘천지역좌빨들만"	0,2
"반일하는거도 자유다.. 난 일본 보다 짱개가 더 싫다 고로 난 반중이다......"	0
언플 진짜 오지네..산만하고 별로더만. 이런 수다프로는 1회용이지 몇번 봐봐 재방같지	8
노사연 웃겨죽는줄 ㅋㅋㅋㅋ	8
느그들이 그렇지 뭐 약국 일진 더하기 전라도잖아 뻔한거 아니냐 ...	0
악플달시간에 니들 인생 살아라. 제발	8
"천막이 아니면 죽음을 달라!!! 미츤 틀딱들~~"	4
황민현 진짜 귀여웠어ㅠ	8
조재현 대표적인 연예계 문재인 지지자라 곧 묻힐예정임. 김기덕봐라 벌써유야무야	2
김민희네 부모도 제정신은 아닌듯....ㅋㅋㅋㅋㅋ그애미애비에 그 딸뇬이지ㅋㅋ	3
문소리 부검 당할듯 ㅠㅠ	8
아직도 집에 사생팬이 찾아간다는게 더 놀라운데	8
솔까 얼굴은 50넘은 변태 중년같애.	1
"기독교 거짓말 ^^"	8
덜 떨어진 등신들 별게 다 갑질이네 ㅋㅋㅋ 진짜 갑질은 땅콩처럼 윽박지르고 갈구는게 갑질이지 5만원걸고 노래부르는게 뭐 어때서. 저런 마인드갖고 뭔 사회생활을 하냐 평생 집구석에서나 쳐박혀있어라	3
야이 김치녀들아 아스트로가 뭐 볼게있냐 끽해야 차은우 얼굴? 됐다그래라	5
미국인안테 한국 비욘세라니요???	8
별것도 아닌걸로 태클거는거 보시 전라도 너네도 피해의식 쩐다이	8
다좋다가 자꾸 유치한 멜로될때 몰입감 확떨어지네....	8
"전투기 뜨는순간 전쟁임. 그럼 그때 우리나라에 있는 쪽발이랑 친일파부터 죽일거임"	0
상상 임신 아닌가?	8
"극우나 극좌나 똑같이 사회악"	2
결혼하고 애까지 있고 방송에서 기러기아빠 생활하면서 훌쩍 거리던 모습이 선한데뒤에서 할거 디하네 역시 한국남자 ^^	0,5
이효리랑 닮은 오나미 진짜 재미있고 신선한데... 진짜 민박집엔 딱인데 붙임성도 좋고...아이유 윤아는 왜 나오는건지 이해불가	8
"생긴대로 놀고있다 진짜 ㅉㅉ"	8
진작에 끝냈어야지 교육상 안좋다	8
서지혜도 예쁘고 신세경도 이쁜데 비교질하면서 신세경 까는 애들은 서지혜 팬이라고 할 수 없다 자기배우가 귀하면 타배우도 존중할 줄 알아야지.. 함부로 악플달다 부메랑 맞기전에 마음 곱게써라 장난으로 던진돌에 개구리가 맞아죽듯 니네가 생각없이 단 악플이 당사자한텐 상처가 되고 응원하는 팬들 마음도 찢어진다는 거 알까	8
어이쿠. 실검에 오르면 놀라니 살살 좀 했음해요.친구만나고 그런거 기사내지마.	8
기러기로 돈만 보내주다가 팽당하는구나.. 마누라한테도 언론플레이 당하고..살아도 사는게 아니네	8
"' ) 깨문이 왔냐?"	2
성상품화 진짜 무섭다	8
노잼 여성프로	5
ㅈ살하면 레전드	8
"그냥 나가 죽어라 한국남자야 공기가 아깝다"	0,5
내차팔때 광고 찍은 분이죠?이뻐서 관심 갖고 잇엇는대 드뎌 떠보시러나?	8
"개독 쓰레기들 발악하는구나"	7
진짜 박서준 왕 조타	8
"와 크다 커.. 안기고 싶다!!"	8
여자가 엄청 매달렸겠네	8
"한기총 목사 전부 비리조사해주세요"	8
"멍태대가리같이 생긴것이 삶은소대가리한테 머라 씨부리노"	1
그래도 한번 뿐인 신혼여행인데...	8
"어떻게든 성매매하려고 발악하는 한남충 개소리잘봤습니다 ~^^"	0,5
기면증 있었던걸로 아는데 괜찮아 졌는지 모르겠다ㅠㅜ	8
키스씬 시발ㅋㅋㅋ시청자를 개똥으로 아네	3
